Variant code,Variant description,Estimated cost
ZZZ10706,"Delete - Unswitched Fused Spur - Omega 3A,  White ",1.4837
ZZZ10707,Delete - Mens Leather Gauntlet ,9.0
ZZZ10708,Delete - Full Length Leather Apron ,23.0
ZZZ10709,Delete - Garden Kneeler Leather ,12.0
ZZZ10710,Delete - Leather Bramble Gauntlet ,12.0
ZZZ10711,Delete - Leather Bucket Bag ,30.0
ZZZ10717,Delete - FT80 Carton,0.3
ZZZ10719,Delete - Radar Plate Carton ,0.31
ZZZ10733,Delete - 450 Can Red ,1.51
ZZZ10808,Delete - F22 - Feed and Weed Bar (Fine as Rain),1.58
ZZZ10826,Delete - 660 Can Sage ,0.0
ZZZ10846,"Delete - 1"" Steel Tube for Handle 25.4mm OD x 0.9mm wall x 323.4 mm long",0.25
ZZZ10852,Delete - Bait Box - Body Blank (615 x 330 x 0.7mm Pre. Galv') (Stocked per KG),0.52
ZZZ10865,Delete - Thumb Screw Ball Valve – ¼” BSP ,1.95
ZZZ10869,Delete - 100-2-BUR Can with Rose,1.063
ZZZ10872,Delete - 100-2-CER Can with Rose,1.063
ZZZ10875,Delete - 100-2-CRM Can with Rose,1.078
ZZZ10878,Delete - 100-2-KIN Can with Rose,0.0
ZZZ10889,Delete - 196-2 Carton,1.05
ZZZ10892,Delete - 196-2-WH Galvanised,5.8615
ZZZ10903,Delete - 196-2 Galvanised,5.4512
ZZZ10905,Delete - 501 Galvanised,5.5084
ZZZ10916,Delete - 790 & 801 Carton,0.0
ZZZ10924,Delete - M6 Handle Dome Nut (Brass),0.0636
ZZZ10926,Delete - Powder - Saphire (Stocked per KG),9.05
ZZZ10928,Delete - 150-1-BUR Can Base ,0.1442
ZZZ10929,Delete - 150-1-CER Can Base ,0.1442
ZZZ10930,Delete - 150-1-CRM Can Base ,0.1442
ZZZ10931,Delete - 150-1-KIN Can Base ,0.1442
ZZZ10932,Delete - 150-1-BUR Can Body ,0.569
ZZZ10933,Delete - 150-1-CER Can Body ,0.569
ZZZ10934,Delete - 150-1-CRM Can Body ,0.569
ZZZ10935,Delete - 150-1-KIN Can Body ,0.569
ZZZ10936,Delete - 150-1-BUR Rose ,0.0743
ZZZ10937,Delete - 150-1-CER Rose ,0.0743
ZZZ10938,Delete - 150-1-CRM Rose ,0.0743
ZZZ10939,Delete - 150-1-KIN Rose ,0.0743
ZZZ10966,Delete - 150-1-PNK Can Base,0.1442
ZZZ10967,Delete - 150-1-PNK Rose,0.0743
ZZZ10968,Delete - 150-1-PNK Can Body,0.569
ZZZ10972,Delete - Swing Tag - Air BnB Special,0.0
ZZZ10973,Delete - Bubble Bag - Air BnB Special,0.0
ZZZ10974,Delete - Medallion - Air BnB Special,0.0
ZZZ10977,Delete - Shoe Box Lid Carton,0.0
ZZZ10980,Delete - Powder - Yellow (Stocked pr KG),6.51
ZZZ10981,Delete - Fly Box - Plastic Insecticide Plate,0.3
ZZZ10982,Delete - Steel Rod - 3mm Dia. (Round) (BDMS) (Stocked per KG),1.2
ZZZ10984,Delete - Galv Strip 0.85mm x 164mm wide x 1250 mm (Stocked per Meter),0.9
ZZZ10988,Delete - 801 Galvanised,6.6462
ZZZ10989,Delete - 196-1 Galvanised,4.1231
ZZZ10994,Delete - 0.9mm x 1250mm x 164mm Galv Strip (Stocked per KG),0.9
ZZZ11003,Delete - 169-1.5-GRN Plastic Long Reach Accessories - Green ,1.124
ZZZ11023,Delete - Mist Sprayer Fitment,0.0
ZZZ11024,Delete- Cyanoacrylate Activator 200ml,3.2
ZZZ11133,Jug Single Carton Unprinted - Temp,0.258
ZZZ11178,Delete - 1 Gallon Neck Wire,0.08
ZZZ2236,Delete - Cream Injection Gun Carton ,0.355
ZZZ4017,Delete - Metal Bait Box Label (250) - CLB46 ,0.0
ZZZ4076,Delete - Phostoxin Applicator - FB33 ,0.0
ZZZ4091,Delete - Phostoxin Dibber - FB23 ,0.0
ZZZ4504,Delete - Diffuser - Concure ,0.0
ZZZ4505,Delete - Diffuser Templates - Concure ,0.294
ZZZ4509,Delete - Tie Bars - Concure ,0.22
ZZZ4510,Delete - Positive Input Ventilation Booklet - Concure ,0.0
ZZZ4511,Delete - Fitting & Operation Manual - Concure ,0.0
ZZZ4512,Delete - Making Light Work Of Condensation Booklet - Concure ,0.0
ZZZ4513,Delete - Returns Envelope - Concure ,0.0
ZZZ4514,Delete - Serial No. Stickers - Concure ,0.0
ZZZ4516,Delete - Wood Batten – 38 x 25mm x 500mm Tile Lath ,0.17
ZZZ4518,Delete - Printed Oval Card - Concure ,0.225
ZZZ4519,Delete - Rear Plastic Moulding - Concure ,0.94
ZZZ4521,Delete - “Heater Enable” Label - Concure ,0.1
ZZZ4522,Delete - “Do Not Connect” Label - Concure ,0.076
ZZZ4525,Delete - Cable Clamps - Concure ,0.2257
ZZZ4526,Delete - Assembled PCB - Concure ,44.0
ZZZ4527,Delete - Front Plastic Moulding - Concure ,0.94
ZZZ4528,Delete - Heater Element - Concure ,11.6181
ZZZ4529,Delete - Black Push On Clamp - Concure ,0.0563
ZZZ4530,Delete - Thermo Sensor - Concure ,0.0
ZZZ4531,Delete - Airflow Sensor - Concure ,0.0
ZZZ4533,Delete - Resettable Thermal Cut Out 55degC N/C - Concure ,1.06
ZZZ4534,Delete - Fan Unit EBM Papst  D3G133-BF 0306 - Concure ,62.52
ZZZ4535,Delete - Automatic Thermal Cut Out 40degC N/C - Concure   ,0.6
ZZZ4537,Delete - Poly Bag - Concure  ,0.0065
ZZZ5027-20PACK,Delete - Pins for Moisture Probe - Pack of 20 (BLD0500),10.7583
ZZZ5053,Delete - Moisture Probe for Survey Master (BLD5020),22.03
ZZZ5055,Delete - Protimeter Hygromaster 2 Hygrometer - With Quickstick (BLD7751),233.4
ZZZ8800,Delete - Basic Survey;MMS2 Instrument,533.66
ZZZCML08,Delete - Outdoor Plastic Can Merchandiser,45.91
ZZZINN001,Delete - Indoor Metal Can Gift Merchandiser,29.125
ZZZNS10015,Delete - Gloves Grey Mixed Fibre (Pack of 12),2.66
ZZZNS10885,Delete - SILICA GEL SACHETS 10G,0.06
ZZZNS10886,Delete - SILICA GEL | 5 GRM SACHETS,0.035
ZZZSUB10257,Delete - Subcontract - Moulded Rose - 660 Green,0.0
ZZZSUB10260,Delete - Subcontract - Moulded Rose - 660 Red,0.0
ZZZSUB10340,Delete - Subcontract - Fly Box - Pressed Lid,0.0
ZZZSUB10430,Delete - Subcontract - 170-1.5-RED Deluxe Accessories Red ,0.0
ZZZSUB10433,Delete - Subcontract - 170-1.5-SAG Deluxe Accessories Sage ,0.0
ZZZSUB10737,Delete - Subcontract - Moulded Rose - 450 Red,0.0
ZZZSUB10995,Delete - Subcontract - Steel Rod – Plated Short (57mm),0.0
ZZZSUB10996,Delete - Subcontract - Steel Rod – Plated Long (131mm),0.0
ZZZSUB11014,Delete - Subcontract - 188-2 cross stay blank – DX53+2 72mm x 0.5mm x Coil (pitch @ 440mm),0.0
ZZZZ10019,DELETE Zirconium File Belt 80 Grit 13mm x 533mm,0.99
ZZZZERV10492,Delete - Star Delts Timer for stand by compressor,0.0
ZZZZFAR2006-08,delete - Fine as Rain - 48 Rose Static Stand,40.18
ZZZZFAR2006-16-1,delete - Fine as Rain - 96 Rose Standing Static Stand - Part 1 (H Bar),20.7
ZZZZFAR2006-16-2,delete - Fine as Rain - 96 Rose Standing Static Stand - Part 2 (2 x 4 Prong),11.76
ZZZZNS0001,Delete - Dads test,0.0
ZZZZNS0002,Delete - Dads Test 2,0.0
ZZZZNS0003,Delete - Dads Test 3,0.0
ZZZZNS0004,Delete - Watering Can,0.0
ZZZZNS10083,Delete - Non Stock - Cotton Chrome Gloves,5.64
ZZZZNS10095,Delete - Cyanoacrylate Adhesive ,5.27
ZZZZNS10123,Delete - Air Duster Spray Concure,4.53
ZZZZNS10176,Delete - Insuremail™ Bubble Lined Postal Bags D/1 - 200 x 260mm (external),0.121
ZZZZNS10177,Delete - Insuremail™ Bubble Lined Postal Bags F/3 - 250 x 335mm (external),0.1875
ZZZZNS10388,Delete - Design of Trade Brochure 2019–20 (23.25hrs @ £20p/h),465.0
ZZZZNS10525,Delete - Insuremail™ Bubble Lined Postal Bags J/6 - 320 x 460mm (external),0.181
ZZZZNS110813,Delete - Enviromail Paper Fluted Postal Bags K/7 350 x 470,0.4084
ZZZZNS110814,Delete - Enviromail Paper Fluted Postal Bags H/5 270 x 360,0.2761
ZZZZNS110815,Delete - Enviromail Paper Fluted Postal Bags D/1 180 x 265,0.1516
ZZZZNS11137,Delete - Plastics Surcharge,0.2308
ZZZZNS11196,Delete - B&R PP45 HMI -Service Exchange,877.0
ZZZZSERV11119,Delete - Office Tape,0.0
ZZZZZZZZZZZZZZZZZZZNS10065,Delete - Hand Pallet Wrap 400mm x 300mm x 17mu Ext Core,5.3
